article_Id;AMSTAR_quality;article;author_code;Author;Institution;City;Pharma company;Country_institution;Documents;Citations;H-index_author;Co-authors
71;moderate quality;Prevalence of undiagnosed psoriatic arthritis among psoriasis patients: Systematic review and meta-analysis;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
112;moderate quality;Is there a psoriasis skin phenotype associated with psoriatic arthritis? Systematic literature review;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
125;moderate quality;Evidence-based recommendations on the role of dermatologists in the diagnosis and management of psoriatic arthritis: Systematic review and expert opinion;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
137;moderate quality;Treatment for palmoplantar pustular psoriasis: Systematic literature review, evidence-based recommendations and expert opinion;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
138;low quality;Symptoms dermatologists should look for in daily practice to improve detection of psoriatic arthritis in psoriasis patients: an expert group consensus;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
157;low quality;Psoriasis, cardiovascular events, cancer risk and alcohol use: evidence-based recommendations based on systematic review and expert opinion;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
158;moderate quality;Risk of cancer in psoriasis: A systematic review and meta-analysis of epidemiological studies;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
159;moderate quality;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: A systematic literature review;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
162;low quality;Alcohol consumption and psoriasis: a systematic literature review;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
208;low quality;Topical corticosteroids in plaque psoriasis: a systematic review of risk of adrenal axis suppression and skin atrophy;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
209;moderate quality;Topical corticosteroids in plaque psoriasis: A systematic review of efficacy and treatment modalities;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
210;moderate quality;Carcinogenic risks of Psoralen UV-A therapy and Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
211;low quality;Adherence to topical treatment in psoriasis: a systematic literature review;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
213;low quality;Ocular damage in patients with psoriasis treated by Psoralen UV-A therapy or Narrow band UVB therapy: a systematic literature review;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
232;moderate quality;Oral cyclosporin in psoriasis: A systematic review on treatment modalities, risk of kidney toxicity and evidence for use in non-plaque psoriasis;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
233;moderate quality;Efficacy and safety of oral retinoids in different psoriasis subtypes: A systematic literature review;20;Aractingi, S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4585;39;150
235;moderate quality;Methotrexate�in�psoriasis:�A�systematic�review�of�treatment�modalities,�incidence,�risk�factors�and�monitoring�of�liver�toxicit;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
249;low quality;What are the best outcome measures for assessing plaque psoriasis severity? A systematic review of the literature;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
250;low quality;What are the best outcome measures for assessing quality of life in plaque type psoriasis? A systematic review of the literature;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
252;low quality;Cardiovascular risk factors in patients with plaque psoriasis: a systematic review of epidemiological studies;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
254;moderate quality;Assessment�of�risk�of�psoriatic�arthritis�in�patients�with�plaque�psoriasis:�A�systematic�review�of the�literature;20;Aractingi,�S�lim;Hopital Cochin AP-HP, Department of Dermatology ;Paris;;France;271;4582;39;150
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;21;Archier,ﾠElodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;21;Archier, Elodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;21;Archier, Elodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
208;low quality;Topical corticosteroids in plaque psoriasis: a systematic review of risk of adrenal axis suppression and skin atrophy;21;Archier,ﾠElodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
209;moderate quality;Topical corticosteroids in plaque psoriasis: A systematic review of efficacy and treatment modalities;21;Archier, Elodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
210;moderate quality;Carcinogenic risks of Psoralen UV-A therapy and Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;21;Archier, Elodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
211;low quality;Adherence to topical treatment in psoriasis: a systematic literature review;21;Archier,ﾠElodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
213;low quality;Ocular damage in patients with psoriasis treated by Psoralen UV-A therapy or Narrow band UVB therapy: a systematic literature review;21;Archier,ﾠElodie;Aix Marseille Universite, Dermatology and Skin Cancers Department;Marseille;;France;11;251;8;28
138;low quality;Symptoms dermatologists should look for in daily practice to improve detection of psoriatic arthritis in psoriasis patients: an expert group consensus;29;Aubin,�Fran�ois J;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
157;low quality;Psoriasis, cardiovascular events, cancer risk and alcohol use: evidence-based recommendations based on systematic review and expert opinion;29;Aubin,�Fran�ois J;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
162;low quality;Alcohol consumption and psoriasis: a systematic literature review;29;Aubin,�Fran�ois J;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;29;Aubin,�Fran�ois J;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
71;moderate quality;Prevalence of undiagnosed psoriatic arthritis among psoriasis patients: Systematic review and meta-analysis;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
112;moderate quality;Is there a psoriasis skin phenotype associated with psoriatic arthritis? Systematic literature review;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
125;moderate quality;Evidence-based recommendations on the role of dermatologists in the diagnosis and management of psoriatic arthritis: Systematic review and expert opinion;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
137;moderate quality;Treatment for palmoplantar pustular psoriasis: Systematic literature review, evidence-based recommendations and expert opinion;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
158;moderate quality;Risk of cancer in psoriasis: A systematic review and meta-analysis of epidemiological studies;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
159;moderate quality;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: A systematic literature review;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
208;low quality;Topical corticosteroids in plaque psoriasis: a systematic review of risk of adrenal axis suppression and skin atrophy;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
209;moderate quality;Topical corticosteroids in plaque psoriasis: A systematic review of efficacy and treatment modalities;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
210;moderate quality;Carcinogenic risks of Psoralen UV-A therapy and Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
211;low quality;Adherence to topical treatment in psoriasis: a systematic literature review;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
213;low quality;Ocular damage in patients with psoriasis treated by Psoralen UV-A therapy or Narrow band UVB therapy: a systematic literature review;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
232;moderate quality;Oral cyclosporin in psoriasis: A systematic review on treatment modalities, risk of kidney toxicity and evidence for use in non-plaque psoriasis;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
233;moderate quality;Efficacy and safety of oral retinoids in different psoriasis subtypes: A systematic literature review;29;Aubin, Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;3153;39;150
235;moderate quality;Methotrexate�in�psoriasis:�A�systematic�review�of�treatment�modalities,�incidence,�risk�factors�and�monitoring�of�liver�toxicit;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
249;low quality;What are the best outcome measures for assessing plaque psoriasis severity? A systematic review of the literature;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
250;low quality;What are the best outcome measures for assessing quality of life in plaque type psoriasis? A systematic review of the literature;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
252;low quality;Cardiovascular risk factors in patients with plaque psoriasis: a systematic review of epidemiological studies;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
254;moderate quality;Assessment�of�risk�of�psoriatic�arthritis�in�patients�with�plaque�psoriasis:�A�systematic�review�of the�literature;29;Aubin,�Fran�ois J.;Centre Hospitalier Universitaire de Besancon, Department of Dermatology;Besancon;;France;340;5146;39;150
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;33;Bachelez,�Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4248�;36;150
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;33;Bachelez, Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;33;Bachelez, Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
208;low quality;Topical corticosteroids in plaque psoriasis: a systematic review of risk of adrenal axis suppression and skin atrophy;33;Bachelez,�Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4248�;36;150
209;moderate quality;Topical corticosteroids in plaque psoriasis: A systematic review of efficacy and treatment modalities;33;Bachelez, Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
210;moderate quality;Carcinogenic risks of Psoralen UV-A therapy and Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;33;Bachelez, Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
211;low quality;Adherence to topical treatment in psoriasis: a systematic literature review;33;Bachelez,�Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4248�;36;150
213;low quality;Ocular damage in patients with psoriasis treated by Psoralen UV-A therapy or Narrow band UVB therapy: a systematic literature review;33;Bachelez,�Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4248�;36;150
232;moderate quality;Oral cyclosporin in psoriasis: A systematic review on treatment modalities, risk of kidney toxicity and evidence for use in non-plaque psoriasis;33;Bachelez, Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
233;moderate quality;Efficacy and safety of oral retinoids in different psoriasis subtypes: A systematic literature review;33;Bachelez, Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
235;moderate quality;Methotrexate�in�psoriasis:�A�systematic�review�of�treatment�modalities,�incidence,�risk�factors�and�monitoring�of�liver�toxicit;33;Bachelez,�Herv�;Universite Paris 7- Denis Diderot;Paris;;France;178;4254;36;150
249;low quality;What are the best outcome measures for assessing plaque psoriasis severity? A systematic review of the literature;37;Bagot,ﾠMartine;Universite Paris, Laboratoire Immunologie Dermatologie & Oncologie;Paris;;France;474;9399;51;150
250;low quality;What are the best outcome measures for assessing quality of life in plaque type psoriasis? A systematic review of the literature;37;Bagot,ﾠMartine;Universite Paris, Laboratoire Immunologie Dermatologie & Oncologie;Paris;;France;474;9399;51;150
252;low quality;Cardiovascular risk factors in patients with plaque psoriasis: a systematic review of epidemiological studies;37;Bagot,ﾠMartine;Universite Paris, Laboratoire Immunologie Dermatologie & Oncologie;Paris;;France;474;9399;51;150
254;moderate quality;Assessmentﾠofﾠriskﾠofﾠpsoriaticﾠarthritisﾠinﾠpatientsﾠwithﾠplaqueﾠpsoriasis:ﾠAﾠsystematicﾠreviewﾠof theﾠliterature;37;Bagot,ﾠMartine;Universite Paris, Laboratoire Immunologie Dermatologie & Oncologie;Paris;;France;474;9399;51;150
71;moderate quality;Prevalence of undiagnosed psoriatic arthritis among psoriasis patients: Systematic review and meta-analysis;48;Barnetche,ﾠThomas;CHU Hopitaux de Bordeaux;Talence;;France;54;570;18;150
112;moderate quality;Is there a psoriasis skin phenotype associated with psoriatic arthritis? Systematic literature review;48;Barnetche, Thomas;CHU Hopitaux de Bordeaux;Talence;;France;54;753;18;150
125;moderate quality;Evidence-based recommendations on the role of dermatologists in the diagnosis and management of psoriatic arthritis: Systematic review and expert opinion;48;Barnetche, Thomas;CHU Hopitaux de Bordeaux;Talence;;France;54;753;18;150
137;moderate quality;Treatment for palmoplantar pustular psoriasis: Systematic literature review, evidence-based recommendations and expert opinion;48;Barnetche, Thomas;CHU Hopitaux de Bordeaux;Talence;;France;54;753;18;150
138;low quality;Symptoms dermatologists should look for in daily practice to improve detection of psoriatic arthritis in psoriasis patients: an expert group consensus;48;Barnetche,ﾠThomas;CHU Hopitaux de Bordeaux;Talence;;France;54;750;18;150
157;low quality;Psoriasis, cardiovascular events, cancer risk and alcohol use: evidence-based recommendations based on systematic review and expert opinion;48;Barnetche,ﾠThomas;CHU Hopitaux de Bordeaux;Talence;;France;54;750;18;150
158;moderate quality;Risk of cancer in psoriasis: A systematic review and meta-analysis of epidemiological studies;48;Barnetche, Thomas;CHU Hopitaux de Bordeaux;Talence;;France;54;753;18;150
159;moderate quality;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: A systematic literature review;48;Barnetche, Thomas;CHU Hopitaux de Bordeaux;Talence;;France;54;753;18;150
162;low quality;Alcohol consumption and psoriasis: a systematic literature review;48;Barnetche,ﾠThomas;CHU Hopitaux de Bordeaux;Talence;;France;54;750;18;150
38;moderate quality;Interventions to Improve Adherence in Patients with Immune-Mediated Inflammatory Disorders: A Systematic Review;48;B�renbaum, Fran�is;Universite Paris Sorbonne - Paris IV;Paris;;France;249;5428;41;150
71;moderate quality;Prevalence of undiagnosed psoriatic arthritis among psoriasis patients: Systematic review and meta-analysis;51;Beylot-Barry,ﾠMarie;Universite de Bordeaux;Bordeaux;;France;249;3631;32;150
112;moderate quality;Is there a psoriasis skin phenotype associated with psoriatic arthritis? Systematic literature review;51;Beylot-Barry, Marie;Universite de Bordeaux;Bordeaux;;France;249;3636;32;150
125;moderate quality;Evidence-based recommendations on the role of dermatologists in the diagnosis and management of psoriatic arthritis: Systematic review and expert opinion;51;Beylot-Barry, Marie;Universite de Bordeaux;Bordeaux;;France;249;3636;32;150
137;moderate quality;Treatment for palmoplantar pustular psoriasis: Systematic literature review, evidence-based recommendations and expert opinion;51;Beylot-Barry, Marie;Universite de Bordeaux;Bordeaux;;France;249;3636;32;150
138;low quality;Symptoms dermatologists should look for in daily practice to improve detection of psoriatic arthritis in psoriasis patients: an expert group consensus;51;Beylot-Barry,ﾠMarie;Universite de Bordeaux;Bordeaux;;France;249;3631;32;150
157;low quality;Psoriasis, cardiovascular events, cancer risk and alcohol use: evidence-based recommendations based on systematic review and expert opinion;61;Br�naut,��milie;Centre Hospitalier Universitaire de Brest, Department of Dermatology;Brest;;France;33;195;7;116
158;moderate quality;Risk of cancer in psoriasis: A systematic review and meta-analysis of epidemiological studies;61;Br�naut, �milie;Centre Hospitalier Universitaire de Brest, Department of Dermatology;Brest;;France;33;195;7;116
159;moderate quality;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: A systematic literature review;61;Br�naut, �milie;Centre Hospitalier Universitaire de Brest, Department of Dermatology;Brest;;France;33;195;7;116
162;low quality;Alcohol consumption and psoriasis: a systematic literature review;61;Br�naut,��milie;Centre Hospitalier Universitaire de Brest, Department of Dermatology;Brest;;France;33;195;7;116
249;low quality;What are the best outcome measures for assessing plaque psoriasis severity? A systematic review of the literature;64;Bronsard,�Val�rie;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;7;331;5;21
250;low quality;What are the best outcome measures for assessing quality of life in plaque type psoriasis? A systematic review of the literature;64;Bronsard,�Val�rie;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;7;331;5;21
252;low quality;Cardiovascular risk factors in patients with plaque psoriasis: a systematic review of epidemiological studies;64;Bronsard,�Val�rie;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;7;331;5;21
254;moderate quality;Assessment�of�risk�of�psoriatic�arthritis�in�patients�with�plaque�psoriasis:�A�systematic�review�of the�literature;64;Bronsard,�Val�rie;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;7;331;5;21
71;moderate quality;Prevalence of undiagnosed psoriatic arthritis among psoriasis patients: Systematic review and meta-analysis;80;Cantagrel,�Alain;h�pital Pierre-Paul-Riquet, Service of Rheumatology;Toulouse;;France;265;6168;41;150
112;moderate quality;Is there a psoriasis skin phenotype associated with psoriatic arthritis? Systematic literature review;80;Cantagrel, Alain;h�pital Pierre-Paul-Riquet, Service of Rheumatology;Toulouse;;France;265;6175;41;150
125;moderate quality;Evidence-based recommendations on the role of dermatologists in the diagnosis and management of psoriatic arthritis: Systematic review and expert opinion;80;Cantagrel, Alain;h�pital Pierre-Paul-Riquet, Service of Rheumatology;Toulouse;;France;265;6175;41;150
137;moderate quality;Treatment for palmoplantar pustular psoriasis: Systematic literature review, evidence-based recommendations and expert opinion;80;Cantagrel, Alain;h�pital Pierre-Paul-Riquet, Service of Rheumatology;Toulouse;;France;265;6175;41;150
138;low quality;Symptoms dermatologists should look for in daily practice to improve detection of psoriatic arthritis in psoriasis patients: an expert group consensus;80;Cantagrel,�Alain;h�pital Pierre-Paul-Riquet, Service of Rheumatology;Toulouse;;France;265;6168;41;150
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;85;Castela,ﾠA.;Universite Nice Sophia Antipolis, Department of Dermatology;Nice;;France;2;72;2;14
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;86;Castela, Emeline;CHU de Nice, Department of Dermatology;Nice;;France;15;261;8;56
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;86;Castela, Emeline;CHU de Nice, Department of Dermatology;Nice;;France;15;261;8;56
208;low quality;Topical corticosteroids in plaque psoriasis: a systematic review of risk of adrenal axis suppression and skin atrophy;86;Castela,ﾠEmeline;CHU de Nice, Department of Dermatology;Nice;;France;15;215;8;56
209;moderate quality;Topical corticosteroids in plaque psoriasis: A systematic review of efficacy and treatment modalities;86;Castela, Emeline;CHU de Nice, Department of Dermatology;Nice;;France;15;261;8;56
210;moderate quality;Carcinogenic risks of Psoralen UV-A therapy and Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;86;Castela, Emeline;CHU de Nice, Department of Dermatology;Nice;;France;15;261;8;56
211;low quality;Adherence to topical treatment in psoriasis: a systematic literature review;86;Castela,ﾠEmeline;CHU de Nice, Department of Dermatology;Nice;;France;15;215;8;56
213;low quality;Ocular damage in patients with psoriasis treated by Psoralen UV-A therapy or Narrow band UVB therapy: a systematic literature review;86;Castela,ﾠEmeline;CHU de Nice, Department of Dermatology;Nice;;France;15;215;8;56
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
208;low quality;Topical corticosteroids in plaque psoriasis: a systematic review of risk of adrenal axis suppression and skin atrophy;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
211;low quality;Adherence to topical treatment in psoriasis: a systematic literature review;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
213;low quality;Ocular damage in patients with psoriasis treated by Psoralen UV-A therapy or Narrow band UVB therapy: a systematic literature review;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
235;moderate quality;Methotrexateﾠinﾠpsoriasis:ﾠAﾠsystematicﾠreviewﾠofﾠtreatmentﾠmodalities,ﾠincidence,ﾠriskﾠfactorsﾠandﾠmonitoringﾠofﾠliverﾠtoxicit;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
249;low quality;What are the best outcome measures for assessing plaque psoriasis severity? A systematic review of the literature;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
250;low quality;What are the best outcome measures for assessing quality of life in plaque type psoriasis? A systematic review of the literature;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
252;low quality;Cardiovascular risk factors in patients with plaque psoriasis: a systematic review of epidemiological studies;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
254;moderate quality;Assessmentﾠofﾠriskﾠofﾠpsoriaticﾠarthritisﾠinﾠpatientsﾠwithﾠplaqueﾠpsoriasis:ﾠAﾠsystematicﾠreviewﾠof theﾠliterature;122;Cribier,ﾠBernard J;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
157;low quality;Psoriasis, cardiovascular events, cancer risk and alcohol use: evidence-based recommendations based on systematic review and expert opinion;122;Cribier,ﾠBernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
158;moderate quality;Risk of cancer in psoriasis: A systematic review and meta-analysis of epidemiological studies;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
159;moderate quality;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: A systematic literature review;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
162;low quality;Alcohol consumption and psoriasis: a systematic literature review;122;Cribier,ﾠBernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;390;6405;42;150
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
209;moderate quality;Topical corticosteroids in plaque psoriasis: A systematic review of efficacy and treatment modalities;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
210;moderate quality;Carcinogenic risks of Psoralen UV-A therapy and Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
232;moderate quality;Oral cyclosporin in psoriasis: A systematic review on treatment modalities, risk of kidney toxicity and evidence for use in non-plaque psoriasis;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
233;moderate quality;Efficacy and safety of oral retinoids in different psoriasis subtypes: A systematic literature review;122;Cribier, Bernard J.;CHU Strasbourg, Department of Dermatology;Strasbourg;;France;392;6415;42;150
55;moderate quality;Serum Infliximab Concentrations in Psoriatic Patients Treated with Infliximab: A Systematic Review;130;Dannepond, Carole;Centre Hospitalier Regional et Universitaire de Tours, Department of Dermatology;Besancon;;France;7;4;1;22
38;moderate quality;Interventions to Improve Adherence in Patients with Immune-Mediated Inflammatory Disorders: A Systematic Review;144;Depont, Fanny;SC Partners;Paris;yes;France;18;443;10;65
205;low quality;Topical vitamin D analogues alone or in association with topical steroids for psoriasis: a systematic review;145;Devaux,ﾠSuzanne;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;11;234;8;25
206;moderate quality;Efficacy of Psoralen UV-A therapy vs. Narrowband UV-B therapy in chronic plaque psoriasis: A systematic literature review;145;Devaux, Suzanne;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;11;234;8;25
207;moderate quality;Evidence-based recommendations on topical treatment and phototherapy of psoriasis: Systematic review and expert opinion of a panel of dermatologists;145;Devaux, Suzanne;Universite Paul Sabatier Toulouse III, Department of Dermatology;Toulouse;;France;11;234;8;25
