article_Id;sort_AMSTAR_levels;AMSTAR_consensus_2;AMSTAR_levels_2;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;PC1;PC2;PC3;PC4;number_of_cites_Google_Scholar;number_of_cites_Web_of_Science;title;topic;journal;journal_dermatology;year;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Normalized Eigenfactor;avgJifPercentile;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2015);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;;num_authors;num_institutions;funding;funding_class;funding_class_2;funding_academic;funding_industry;pharma_name;funding_non_pharma_companies;conflict_of_interest;conflict_of_interest_%authors;countries_authors;page_count;log_page_count;clinical_trials;observational_studies;CTANDobservational;systematic_reviews;economic_studies;metaanalysis_included;economic_analysis_included;dateOFsubmissionTOjournal;dateOFacceptanceBYjournal;dateOFacceptanceBYjournal;daysFORreviewJournal_days;clusterFromHeatmap
20;43;8;moderate_quality;0;1;1;0;0;1;1;1;1;1;1;0.88086695;0.24359605;1.34451693;-1.080748191;0;0;Risk of Parkinson's disease among patients with psoriasis: a systematic review and meta-analysis;Comorbidities;Indian Journal of Dermatology, Venereology and Leprology;1;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;UNK;UNK;;;NA;;;;;;;0;0;0;0;0;NA;;;;;;
24;44;8;moderate_quality;0;0;1;1;0;1;1;1;1;1;1;0.81494148;-0.55488042;1.03901528;0.197571858;0;0;Association between methylenetetrahydrofolate reductase C677T polymorphism and psoriasis: A meta-analysis;Pathogeny;Journal of Dermatology;1;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;4;1;No funding;No  funding;No  funding;0;0;NA;0;0;0;1;8;3;0;1;0;0;0;1;No;11/19/2014;6/14/2015;6/14/2015;207;
28;45;8;moderate_quality;1;1;1;0;0;1;1;1;1;0;1;0.71362595;1.3652524;-0.07797488;-0.7294721166;1;0;Association of Serum Uric Acid Levels in Psoriasis;Comorbidities;Medicine (United States);0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;8;4;funding;Academic;Academic;1;0;NA;0;0;0;2;8;3;0;0;0;0;0;1;No;11/13/2015;4/12/2016;4/12/2016;387;
36;46;8;moderate_quality;1;1;1;0;0;1;1;1;1;0;1;0.71362595;1.3652524;-0.07797488;-0.7294721166;1;0;Association between Psoriasis and Chronic Obstructive Pulmonary Disease: A Systematic Review and Meta-analysis;Comorbidities;PLoS ONE;0;2015;425015;3.057;2.775;3.535;0.396;28114;3.1;7.9;1.81924;1.139;99.13;206.75708;83.333;ISSN 19326203;1.395;Q1;181;29346;88102;1326460;282338;85750;3.03;45.2;United States;;9;2;funding;Academic;Academic;1;0;NA;0;0;0;2;12;3.58;0;0;0;0;0;1;No;4/3/2015;11/30/2015;11/30/2015;271;Cluster 4
51;47;8;moderate_quality;1;1;1;1;0;1;1;1;0;0;1;0.61305057;1.13581152;-1.07867604;0.4741893339;5;2;Review of Clinical Pharmacology of Aloe vera L. in the Treatment of Psoriasis;Treatment;Phytotherapy Research;0;2015;9930;2.694;2.444;2.519;0.388;245;7.6;7.8;0.01102;0.495;85.71;1.2525;58.217;ISSN 0951418X, 10991573;0.842;Q2;92;327;851;10057;2184;829;2.78;30.76;United Kingdom;;7;4;No funding;No  funding;No  funding;0;0;NA;0;0;0;1;8;3;1;0;0;0;0;0;No;11/25/2014;2/2/2015;2/2/2015;69;Cluster 6
55;48;8;moderate_quality;1;1;1;0;0;1;1;1;1;1;0;0.49285054;0.21618945;1.67179056;-0.2483714797;1;1;Serum Infliximab Concentrations in Psoriatic Patients Treated with Infliximab: A Systematic Review;Treatment;Acta Dermato-Venereologica;0;2015;4665;3.638;3.333;4.042;0.891;128;8.8;7.7;0.00763;1.254;89.06;0.86741;87.705;ISSN 16512057, 00015555;1.047;Q1;62;245;672;4933;1009;351;2.45;20.13;Sweden;;6;5;UNK;UNK;UNK;0;0;NA;0;1;16.67;1;6;2.58;0;0;0;0;0;0;No;1/1/2001;10/1/2014;10/1/2014;NA;Cluster 3
74;49;8;moderate_quality;1;1;1;1;0;1;1;1;0;0;1;0.61305057;1.13581152;-1.07867604;0.4741893339;16;3;Effect of tonsillectomy on psoriasis: A systematic review;Treatment;Journal of the American Academy of Dermatology;1;2015;21849;5.621;5.225;5.472;1.264;239;9.5;7.4;0.03386;1.769;84.94;3.84867;95.902;ISSN 01909622, 10976787;2.242;Q1;162;625;1825;11220;4774;890;5.29;17.95;United States;;4;3;No funding;No  funding;No  funding;0;0;NA;0;3;75;1;15;3.91;1;1;1;0;0;0;No;1/1/2001;10/1/2014;10/1/2014;NA;Cluster 6
94;50;8;moderate_quality;0;0;1;1;1;1;1;1;1;1;0;0.60854095;-1.50864382;1.30098001;2.5389791785;26;14;Risk of tuberculosis in patients with chronic immune-mediated inflammatory diseases treated with biologics and tofacitinib: a systematic review and meta-analysis of randomized controlled trials and long-term extension studies;Comorbidities;Rheumatology (Oxford, England);0;2014;15066;4.475;4.227;4.592;1.047;278;6.4;7.1;0.0316;1.376;84.17;3.53923;82.813;ISSN 14620324, 14620332;1.514;Q1;132;546;1231;12209;4442;911;4.62;22.36;United Kingdom;;5;4;UNK;UNK;UNK;0;0;NA;0;2;40;1;14;3.81;0;0;0;0;0;1;No;2/5/2013;3/6/2014;3/6/2014;397;Cluster 2
104;51;8;moderate_quality;1;0;1;0;0;1;1;1;1;1;1;0.63973579;0.51091042;0.98323421;-0.8520044239;1;1;Investigation of the association between psoriasis and human leucocyte antigens A by means of meta-analysis;Pathogeny;Journal of the European Academy of Dermatology and Venereology;1;2014;6077;2.826;2.625;2.976;0.578;256;5;7.8;0.01553;0.828;85.16;1.7388;83.333;ISSN 09269959, 14683083;1.324;Q1;70;361;1017;8754;2564;787;3.1;24.25;United Kingdom;;5;3;funding;Academic;Academic;1;0;NA;0;0;0;1;15;3.91;0;1;0;0;0;1;No;5/5/2013;7/25/2013;7/25/2013;81;Cluster 3
107;52;8;moderate_quality;0;1;1;0;0;1;1;1;1;1;1;0.88086695;0.24359605;1.34451693;-1.080748191;54;28;Psoriasis and smoking: a systematic review and meta-analysis;Pathogeny;British Journal of Dermatology;1;2014;20484;4.275;3.834;3.984;1.065;339;8.3;7.1;0.03247;1.169;85.55;3.6369;91.27;ISSN 13652133, 00070963;1.963;Q1;139;688;1638;14745;5233;1037;5;21.43;United Kingdom;;4;2;No funding;No  funding;No  funding;0;0;NA;0;0;0;1;11;3.46;0;1;0;0;0;1;No;1/1/2001;10/3/2013;10/3/2013;NA;Cluster 3
113;53;8;moderate_quality;1;1;1;1;0;1;1;1;1;0;0;0.50081522;0.27205496;0.30507982;1.1524808766;10;6;Combined Use of Systemic Agents for Psoriasis A Systematic Review;Treatment;JAMA Dermatology;1;2014;701;4.426;3.984;4.426;0.846;130;1.4;6.9;0.00304;1.482;96.15;0.34006;92.857;ISSN 21686084, 21686068;1.205;Q1;134;407;1145;4432;2227;778;2.85;10.89;United States;;5;4;UNK;UNK;UNK;0;0;NA;0;1;20;1;8;3;1;0;0;0;0;0;No;1/1/2001;4/28/2014;4/28/2014;NA;Cluster 6
115;54;8;moderate_quality;1;0;1;0;0;1;1;1;1;1;1;0.63973579;0.51091042;0.98323421;-0.8520044239;33;9;Efficacy of biologics in the treatment of moderate-to-severe plaque psoriasis: a systematic review and meta-analysis of randomized controlled trials with different time points;Treatment;Journal of the European Academy of Dermatology and Venereology;1;2014;6077;2.826;2.625;2.976;0.578;256;5;7.8;0.01553;0.828;85.16;1.7388;83.333;ISSN 09269959, 14683083;1.324;Q1;70;361;1017;8754;2564;787;3.1;24.25;United Kingdom;;4;2;funding;Pharma;Pharma;0;1;Janssen-Cilag;0;2;50;1;21;4.39;1;0;0;0;0;1;No;3/21/2013;7/21/2013;7/21/2013;122;Cluster 3
146;55;8;moderate_quality;0;1;1;1;0;1;1;1;1;0;1;0.88883164;0.29946156;-0.02219381;0.3201041652;2;1;Efficacy and safety of biologics in the treatment of moderate to severe psoriasis: a comprehensive meta-analysis of randomized controlled trials;Treatment;Cadernos de saude publica;0;2013;4173;0.888;0.719;1.321;0.109;230;6.7;7.2;0.00741;0.34;91.74;0.81641;23.102;ISSN 0102311X;0.667;Q1;55;305;813;8534;887;711;1.1;27.98;Brazil;;8;1;UNK;UNK;UNK;0;0;NA;0;0;0;1;15;3.91;1;0;0;0;0;1;No;1/1/2001;11/29/2009;11/29/2009;NA;Cluster 6
153;56;8;moderate_quality;1;0;1;0;0;1;1;1;1;1;1;0.63973579;0.51091042;0.98323421;-0.8520044239;71;42;The association between psoriasis and hypertension: a systematic review and meta-analysis of observational studies;Comorbidities;Journal of Hypertension;0;2013;16175;4.222;3.713;4.224;1.296;257;7.2;7.5;0.03031;1.285;94.55;3.34031;82.308;ISSN 02636352;1.804;Q1;146;388;1152;11974;4031;873;4.6;30.86;United States;;3;2;No funding;No  funding;No  funding;0;0;NA;0;1;33.33;1;11;3.46;0;1;0;0;0;1;No;5/30/2012;9/12/2012;9/12/2012;193;Cluster 3
158;57;8;moderate_quality;1;1;1;0;0;1;1;1;1;0;1;0.71362595;1.3652524;-0.07797488;-0.7294721166;49;35;Risk of cancer in psoriasis: a systematic review and meta-analysis of epidemiological studies;Comorbidities;Journal of the European Academy of Dermatology and Venereology;1;2013;5616;3.105;2.825;3.133;0.728;298;4.6;7.9;0.0148;0.847;90.27;1.63098;84.426;ISSN 01909622, 10976787;1.935;Q1;162;616;1653;12017;4796;921;5.66;19.51;United States;;14;10;funding;Pharma;Pharma;0;1;AbbVie;0;14;100;1;11;3.46;0;1;0;0;0;1;No;3/12/2013;3/15/2013;3/15/2013;-263;Cluster 4
176;58;8;moderate_quality;1;1;1;0;0;1;1;1;1;1;0;0.49285054;0.21618945;1.67179056;-0.2483714797;18;11;Topical herbal medicine combined with pharmacotherapy for psoriasis: a systematic review and meta-analysis;Treatment;Archives of Dermatological Research;1;2013;2925;2.27;1.957;2.269;0.4;110;8.6;7.4;0.00438;0.574;91.82;0.48259;74.59;ISSN 03403696;1.026;Q1;65;119;305;3986;842;283;2.76;33.5;Germany;;5;2;funding;Academic & non-pharma comp;Academic;1;0;NA;1;0;0;2;11;3.46;1;0;0;0;0;1;No;11/14/2012;1/3/2013;1/3/2013;107;Cluster 3
177;59;8;moderate_quality;1;1;1;0;0;1;1;1;1;1;0;0.49285054;0.21618945;1.67179056;-0.2483714797;100;62;Psoriasis and Major Adverse Cardiovascular Events: A Systematic Review and Meta-Analysis of Observational Studies;Comorbidities;Journal of the American Heart Association;0;2013;456;2.882;2.745;2.882;0.664;244;1.2;6.9;0.00197;1.156;93.44;0.21662;61.2;ISSN 01909622, 10976787;1.935;Q1;162;616;1653;12017;4796;921;5.66;19.51;United States;;3;3;UNK;UNK;UNK;0;0;NA;0;1;33.33;1;27;4.75;1;0;0;0;0;1;No;10/14/2012;2/4/2013;2/4/2013;170;Cluster 3
193;60;8;moderate_quality;0;1;1;0;0;1;1;1;1;1;1;0.88086695;0.24359605;1.34451693;-1.080748191;37;29;Association of psoriasis with stroke and myocardial infarction: meta-analysis of cohort studies;Comorbidities;British Journal of Dermatology;1;2012;19868;3.759;3.287;4.162;1.195;354;8;6.7;0.03964;1.307;87.29;Not Available;92.373;ISSN 13652133, 00070963;2.015;Q1;139;556;1594;13257;5072;1085;4.64;23.84;United Kingdom;;2;1;funding;Academic;Academic;1;0;NA;0;0;0;1;6;2.58;0;1;0;0;0;1;No;1/1/2001;8/9/2012;8/9/2012;NA;Cluster 3
240;61;8;moderate_quality;0;1;1;1;0;1;1;1;1;0;1;0.88883164;0.29946156;-0.02219381;0.3201041652;15;9;The effectiveness of two-compound formulation calcipotriol and betamethasone dipropionate gel in the treatment of moderately severe scalp psoriasis: A systematic review of direct and indirect evidence;Treatment;Current Medical Research and Opinion;0;2011;5414;2.38;2.229;2.453;0.722;252;4.3;5.7;0.01957;0.698;82.14;Not Available;66.401;ISSN 03007995;0.937;Q1;85;274;998;10257;3202;925;3.26;37.43;United Kingdom;;3;3;funding;Pharma;Pharma;0;1;LEO Pharma;0;3;100;2;18;4.17;1;0;0;0;0;0;No;1/1/2001;11/16/2010;11/16/2010;NA;Cluster 6
268;62;8;moderate_quality;0;1;1;1;0;1;1;1;1;0;1;0.88883164;0.29946156;-0.02219381;0.3201041652;171;99;Efficacy and tolerability of biologic and nonbiologic systemic treatments for moderate-to-severe psoriasis: meta-analysis of randomized controlled trials;Treatment;British Journal of Dermatology;1;2008;16437;3.489;3.063;3.64;0.761;330;7.6;6.9;0.03615;0.932;93.94;Not Available;91.86;ISSN 13652133, 00070963;1.56;Q1;139;551;1781;13281;5056;1078;4.4;24.1;United Kingdom;;5;2;;UNK;UNK;0;0;NA;0;3;60;1;14;3.81;1;0;0;0;0;1;No;1/1/2001;4/21/2016;4/21/2016;NA;Cluster 6
8;63;7;moderate_quality;0;0;1;0;0;1;1;1;1;1;1;0.96337071;-0.42416491;1.08163457;-1.0177001359;0;0;Association between rs6887695 and 3'- untranslated region polymorphisms within the interleukin-12B gene and susceptibility to autoimmune diseases in Asian and European population: A meta-analysis;Pathogeny;Autoimmunity;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;7;2;funding;Academic;Academic;1;0;NA;0;0;0;1;9;3.17;0;1;0;0;0;0;No;10/13/2015;3/10/2016;3/10/2016;356;
10;64;7;moderate_quality;1;0;1;0;0;1;1;1;1;0;1;0.79612971;0.69749144;-0.34085723;-0.6664240615;0;0;Safety and Efficacy of Methotrexate in Psoriasis: A Meta-Analysis of Published Trials;Treatment;PLoS ONE;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;3;2;No funding;No  funding;No  funding;0;0;NA;0;0;0;1;14;3.81;0;0;0;0;0;1;No;4/20/2015;4/4/2016;4/4/2016;350;
18;65;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;1;0;Topical calcipotriol/betamethasone dipropionate for psoriasis vulgaris: A systematic review;Treatment;Indian Journal of Dermatology, Venereology and Leprology;1;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;5;1;funding;Academic;Academic;1;0;NA;0;0;0;1;19;4.25;0;0;0;0;0;0;No;7/30/2016;7/30/2016;7/30/2016;0;
22;66;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;1;0;A systematic review on the efficacy and safety of Infliximab in patients with psoriasis;Treatment;Human Vaccines and Immunotherapeutics;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;3;1;funding;Academic;Academic;1;0;NA;0;0;0;1;8;3;1;0;0;0;0;1;No;1/1/2001;11/3/2015;11/3/2015;5182;
23;67;7;moderate_quality;1;0;1;1;0;1;1;1;0;0;1;0.69555433;0.46805057;-1.3415584;0.537237389;3;0;Multidisciplinary dermatology rheumatology management for patients with moderate-to-severe psoriasis and psoriatic arthritis: a systematic review;Pathogeny;Rheumatology International;0;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;7;4;funding;Pharma & Academic;Pharma;1;1;AbbVie;0;3;42.86;1;9;3.17;0;0;0;0;0;0;No;7/14/2015;9/25/2015;9/25/2015;73;
30;68;7;moderate_quality;1;1;1;0;0;1;1;1;0;0;1;0.7614798;1.26652703;-1.03605675;-0.74108266;1;1;Psoriasis treatment and management   a systematic review of full economic evaluations;Treatment;British Journal of Dermatology;1;2015;2215;4.317;3.744;4.302;1.726;310;8.4;7;0.03521;1.342;85.16;4.00159;92.623;ISSN 13652133, 00070963;2.021;Q1;139;603;1818;11465;4994;1062;4.35;19.01;United Kingdom;;4;3;funding;Academic;Academic;1;0;NA;0;2;50;1;;#N/A;0;0;0;0;0;0;No;1/1/2001;10/7/2014;10/7/2014;4938;
38;69;7;moderate_quality;1;0;1;1;0;1;1;1;0;0;1;0.69555433;0.46805057;-1.3415584;0.537237389;0;0;Interventions to Improve Adherence in Patients with Immune-Mediated Inflammatory Disorders: A Systematic Review;Treatment;PLoS ONE;0;2015;425015;3.057;2.775;3.535;0.396;28114;3.1;7.9;1.81924;1.139;99.13;206.75708;83.333;ISSN 19326203;1.395;Q1;181;29346;88102;1326460;282338;85750;3.03;45.2;United States;;8;8;funding;Pharma;Pharma;0;1;AbbVie;0;8;100;1;13;3.7;0;0;0;0;0;0;No;8/10/2015;11/26/2015;11/26/2015;49;Cluster 4
44;70;7;moderate_quality;0;0;1;0;0;1;1;1;1;1;1;0.96337071;-0.42416491;1.08163457;-1.0177001359;1;1;Efficacy of combining oral Chinese herbal medicine and NB-UVB in treating psoriasis vulgaris: a systematic review and meta-analysis;Treatment;Chinese Medicine (United Kingdom);0;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ISSN 17498546;0.655;Q1;24;48;79;1159;152;73;2.02;24.15;United Kingdom;;8;5;funding;Academic;Academic;1;0;NA;0;0;0;1;14;3.81;1;0;0;0;0;1;No;7/30/2014;9/17/2015;9/17/2015;414;
47;71;7;moderate_quality;1;1;1;0;0;1;1;1;1;0;0;0.64924446;0.40277047;0.34769911;-0.0627911173;10;3;Effect of lifestyle weight loss intervention on disease severity in patients with psoriasis: a systematic review and meta-analysis;Treatment;International Journal of Obesity;0;2015;20220;5.337;5.154;5.453;1.172;244;8.7;6.8;0.03321;1.963;91.8;3.7743;89.795;ISSN 03070565, 14765497;2.752;Q1;173;289;779;10856;3531;697;4.9;37.56;United Kingdom;;2;3;UNK;UNK;UNK;0;0;NA;0;0;0;2;6;2.58;1;0;0;0;0;1;No;9/10/2014;2/1/2015;2/1/2015;85;Cluster 3
49;72;7;moderate_quality;0;0;1;1;0;1;1;1;1;1;0;0.75055999;-1.51736234;1.46468927;0.8642528573;1;0;Increased serum resistin levels correlate with psoriasis: a meta-analysis;Pathogeny;Lipids in Health and Disease;0;2015;2949;2.137;2.01;2.463;0.21;162;4.1;7.5;0.0084;0.58;91.98;0.95461;37.061;ISSN 1476511X;0.976;Q1;40;183;552;6815;1398;528;2.39;37.24;United Kingdom;;7;2;UNK;UNK;UNK;0;0;NA;0;0;0;1;9;3.17;0;1;0;0;0;1;No;12/23/2014;4/20/2015;4/20/2015;118;Cluster 2
58;73;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;14;4;Methotrexate use and risk of lung disease in psoriasis, psoriatic arthritis, and inflammatory bowel disease: systematic literature review and meta-analysis of randomised controlled trials;Treatment;BMJ (Online);0;2015;8058;2.562;2.422;2.669;0.287;1427;2.5;6.8;0.04417;1.027;91.66;5.02003;79.801;ISSN 20446055;1.448;Q1;35;1321;2830;50004;7429;2744;2.59;37.85;United Kingdom;;5;3;No funding;No  funding;No  funding;0;0;NA;0;0;0;1;5;2.32;1;0;0;0;0;1;No;1/1/2001;2/4/2015;2/4/2015;NA;Cluster 4
61;74;7;moderate_quality;1;1;1;0;0;1;1;1;0;0;1;0.7614798;1.26652703;-1.03605675;-0.74108266;9;5;Systemic treatments in paediatric psoriasis: a systematic evidence-based update;Treatment;Journal of the European Academy of Dermatology and Venereology;1;2015;6915;3.029;2.761;2.905;0.829;356;5.1;7.8;0.01696;0.882;86.8;1.92714;84.426;ISSN 01909622, 10976787;2.242;Q1;162;625;1825;11220;4774;890;5.29;17.95;United States;;6;1;No funding;No  funding;No funding;0;0;NA;0;4;66.67;1;13;3.7;0;0;0;0;0;0;No;7/6/2014;8/13/2014;8/13/2014;67;Cluster 4
67;75;7;moderate_quality;1;1;1;0;0;1;0;0;1;1;1;-1.23873464;1.15156431;1.64192284;-1.1019487869;2;1;Lack of association between cytotoxic T-lymphocyte antigen-4 + 49A/G polymorphism and psoriasis and vitiligo: A meta-analysis of case control studies;Pathogeny;Gene;0;2015;22522;2.319;2.211;2.258;0.525;779;>10.0;8.3;0.02957;0.596;92.43;3.36114;44.545;ISSN 03781119;1.043;Q2;149;913;2988;36471;6792;2889;2.41;39.95;Netherlands;;9;2;funding;Academic;Academic;1;0;NA;0;0;0;1;7;2.81;0;1;0;0;0;1;No;10/1/2014;5/21/2015;5/21/2015;496;Cluster 1
81;76;7;moderate_quality;1;1;1;0;0;1;1;1;0;0;1;0.7614798;1.26652703;-1.03605675;-0.74108266;;;;Treatment;;0;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;UNK;UNK;0;0;NA;0;;NA;;;#N/A;0;0;0;0;0;NA;NA;;;;0;
103;77;7;moderate_quality;0;1;1;0;0;1;1;1;1;1;0;0.81648546;-0.71888588;1.77019091;-0.4140671917;9;5;Four Polymorphisms of VEGF(+405C>G, -460T>C,- 2578C > A, and - 1154G > A) in Susceptibility to Psoriasis: A Meta-Analysis;Pathogeny;DNA and Cell Biology;0;2014;3000;2.055;2.022;2.089;0.327;104;7.2;6.6;0.00462;0.479;94.23;0.51779;29.79;ISSN 10445498;0.76;Q3;65;112;510;4011;1016;460;2.17;35.81;United States;;4;2;UNK;UNK;UNK;0;0;NA;0;0;0;1;11;3.46;0;0;0;0;0;1;No;11/3/2013;2/26/2014;2/26/2014;352;Cluster 3
106;78;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;61;39;Efficacy and safety of systemic treatments for moderate-to-severe psoriasis: meta-analysis of randomized controlled trials;Treatment;British Journal of Dermatology;1;2014;20484;4.275;3.834;3.984;1.065;339;8.3;7.1;0.03247;1.169;85.55;3.6369;91.27;ISSN 13652133, 00070963;1.963;Q1;139;688;1638;14745;5233;1037;5;21.43;United Kingdom;;6;3;No funding;No  funding;No  funding;0;0;NA;0;4;66.67;1;30;4.91;1;0;0;0;0;1;No;1/1/2001;10/1/2013;10/1/2013;NA;Cluster 4
108;79;7;moderate_quality;0;1;1;1;0;1;1;1;1;0;0;0.82445015;-0.66302037;0.40348017;0.9867851646;9;8;Limited evidence of the effects of patient education and self- management interventions in psoriasis patients: A systematic review;Treatment;Patient Education and Counseling;0;2014;8834;2.199;1.919;2.975;0.424;229;6.7;7.8;0.02028;1.008;89.96;2.27088;79.984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5;5;UNK;UNK;UNK;0;0;NA;0;UNK;NA;1;12;3.58;0;0;0;0;0;1;No;7/18/2013;10/6/2013;10/6/2013;-38;Cluster 2
110;80;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;14;5;Topical Herbal Formulae in the Management of Psoriasis: Systematic Review with Meta-Analysis of Clinical Studies and Investigation of the Pharmacological Actions of the Main Herbs;Treatment;Phytotherapy Research;0;2014;9362;2.66;2.369;2.455;0.569;255;7;8.3;0.01187;0.493;86.27;1.32905;58.747;ISSN 0951418X, 10991573;0.928;Q2;92;266;883;10165;2456;867;2.86;38.21;United Kingdom;;5;2;funding;Academic;Academic;1;0;NA;0;0;0;2;18;4.17;1;0;0;0;0;1;No;4/9/2013;5/24/2013;5/24/2013;-103;Cluster 4
126;81;7;moderate_quality;1;1;1;0;0;1;1;1;0;0;1;0.7614798;1.26652703;-1.03605675;-0.74108266;21;10;The prevalence of onychomycosis in psoriatic patients: a systematic review;Comorbidities;Journal of the European Academy of Dermatology and Venereology;1;2014;6077;2.826;2.625;2.976;0.578;256;5;7.8;0.01553;0.828;85.16;1.7388;83.333;ISSN 09269959, 14683083;1.324;Q1;70;361;1017;8754;2564;787;3.1;24.25;United Kingdom;;4;2;funding;Pharma;Pharma;0;1;Janssen-Cilag;0;1;25;2;9;3.17;0;0;0;0;0;0;No;5/13/2013;7/15/2013;7/15/2013;63;Cluster 4
140;82;7;moderate_quality;1;1;1;0;0;1;0;0;1;1;1;-1.23873464;1.15156431;1.64192284;-1.1019487869;177;77;The immunogenicity of anti-TNF therapy in immune-mediated inflammatory diseases: a systematic review of the literature with a meta-analysis;Treatment;Annals of the Rheumatic Diseases;0;2013;29337;9.27;8.136;8.632;3.291;309;5.6;5.7;0.074;2.655;92.56;8.15581;95;ISSN 14682060, 00034967;5.045;Q1;171;507;1419;13438;10671;1084;9.54;26.5;United Kingdom;;3;4;funding;Academic;Academic;1;0;NA;0;0;0;1;10;3.32;0;0;0;0;0;1;No;6/20/2012;11/4/2012;11/4/2012;-70;Cluster 1
155;83;7;moderate_quality;0;0;1;0;1;1;1;1;1;0;1;0.9777456;-0.22886536;-0.40616613;0.8426065477;11;3;Add-On Effect of Chinese Herbal Medicine Bath to Phototherapy for Psoriasis Vulgaris: A Systematic Review;Treatment;Evidence-based Complementary and Alternative Medicine;0;2013;4798;2.175;1.495;2.286;0.32;1293;2.1;7;0.00936;0.348;83.76;1.03123;75;ISSN 1741427X, 17414288;0.417;Q1;50;1335;1499;58943;2744;1472;1.81;44.15;United States;;6;3;funding;Academic & non-pharma comp;Academic;1;0;NA;1;0;0;2;15;3.91;0;1;0;0;0;1;No;3/13/2013;6/20/2013;6/20/2013;99;Cluster 6
159;84;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;49;55;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: a systematic literature review;Comorbidities;Journal of the European Academy of Dermatology and Venereology;1;2013;5616;3.105;2.825;3.133;0.728;298;4.6;7.9;0.0148;0.847;90.27;1.63098;84.426;ISSN 01909622, 10976787;1.935;Q1;162;616;1653;12017;4796;921;5.66;19.51;United States;;14;10;funding;Pharma;Pharma;0;1;AbbVie;0;14;100;1;18;4.17;0;1;0;0;0;1;No;3/12/2013;3/15/2013;3/15/2013;-263;Cluster 4
178;85;7;moderate_quality;0;1;1;0;0;1;1;1;1;0;1;1.03726087;0.43017707;0.02042548;-0.8951678286;29;19;Systematic Review of UV-Based Therapy for Psoriasis;Treatment;American Journal of Clinical Dermatology;1;2013;1546;2.519;2.467;2.378;0.409;44;8;7.7;0.00299;0.707;50;0.32978;81.148;ISSN 11750561;1.125;Q1;69;46;166;3164;472;149;3.48;68.78;United Kingdom;;5;4;No funding;No  funding;No  funding;0;0;NA;0;UNK;NA;2;23;4.52;1;0;0;0;0;1;No;1/1/2001;4/10/2013;4/10/2013;NA;Cluster 4
185;86;7;moderate_quality;0;1;1;0;0;1;1;1;1;1;0;0.81648546;-0.71888588;1.77019091;-0.4140671917;98;57;Psoriasis and the Risk of Diabetes Mellitus. A Systematic Review and Meta-analysis.;Comorbidities;JAMA Dermatology;1;2013;181;NA;0;NA;1.333;129;0.5;7.2;0;NA;94.57;0;0.82;ISSN 21686084, 21686068;1.249;Q1;134;400;1129;4279;2373;788;2.53;10.7;United States;;3;2;UNK;UNK;UNK;0;0;NA;0;1;33.33;;8;3;0;0;0;0;0;1;No;1/1/2001;8/7/2012;8/7/2012;NA;
